,start_date,FIRE_SIZE_CLASS,category,cause,size,lat,lon,buinfdr,ercnfdr,icnfdr,scnfdr,u10,v10,t2m,blh,cape,lai_hv,lai_lv,slt
5438,2017-08-23,B,Natural,Natural,1.5,34.45805556,-111.06611111,25.0,24.0,17.0,4.0,,,,,,,,
5439,1993-04-15,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,32.89583333,-80.65416667,,,,,,,,,,,,
5440,2003-08-22,A,Natural,Natural,0.01,47.86118177,-92.03722246,,,,,,,,,,,,
5441,1996-07-08,A,Natural,Natural,0.2,34.32166667,-110.53833333,,,,,,,,,,,,
5442,1997-11-27,C,Human,Arson/incendiarism,50.0,30.36458,-94.02708,,,,,,,,,,,,
5443,2005-09-11,C,Human,Arson/incendiarism,20.0,34.5983,-88.7725,,,,,,,,,,,,
5444,2013-06-17,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,33.95665,-117.239583,16.0,9.0,18.0,4.0,0.2928762435913086,3.6400766372680664,295.601318359375,929.913818359375,0.0,0.0,0.0,0.0
5445,2006-05-30,F,Natural,Natural,4200.0,27.61500001,-81.20583,,,,,,,,,,,,
5446,2012-03-28,A,Human,Missing data/not specified/undetermined,0.25,29.11916667,-81.89277778,27.0,38.0,16.0,3.0,3.2917699813842773,-11.03411865234375,290.186279296875,1620.193359375,7.1875,0.0,0.0,0.0
5447,2003-04-28,B,Human,Debris and open burning,4.0,34.75889001,-79.80582997,,,,,,,,,,,,
5448,2008-08-01,A,Human,Missing data/not specified/undetermined,0.1,37.29694444,-121.01305555,,,,,,,,,,,,
5449,2006-05-13,D,Human,Firearms and explosives use,190.0,39.7539,-117.9578,,,,,,,,,,,,
5450,2017-08-21,A,Human,Recreation and ceremony,0.1,42.7075,-108.87277778,22.0,19.0,25.0,4.0,,,,,,,,
5451,2002-02-27,B,Human,Debris and open burning,0.88,32.3381,-82.3169,,,,,,,,,,,,
5452,1999-04-23,B,Human,Missing data/not specified/undetermined,0.8,36.87388888,-119.68305555,,,,,,,,,,,,
5453,2000-04-22,B,Human,Debris and open burning,1.0,45.912223,-91.969316,,,,,,,,,,,,
5454,1994-10-01,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2.0,43.01911926,-107.25460021,,,,,,,,,,,,
5455,2012-04-30,B,Human,Missing data/not specified/undetermined,5.0,32.383237,-85.995078,21.0,35.0,19.0,2.0,0.9899806976318359,-4.705583572387695,292.73809814453125,547.9944458007812,3.1875,0.0,0.0,0.0
5456,1995-09-10,B,Human,Missing data/not specified/undetermined,1.0,33.605,-117.26611111,,,,,,,,,,,,
5457,1994-07-02,A,Natural,Natural,0.1,34.42296203,-110.07599389,,,,,,,,,,,,
5458,1996-05-16,B,Natural,Natural,2.0,36.5384691,-94.07577865,,,,,,,,,,,,
5459,2018-10-06,B,Human,Equipment and vehicle use,3.0,31.527,-87.483,15.0,16.0,18.0,2.0,,,,,,,,
5460,2012-03-30,B,Human,Arson/incendiarism,6.0,35.97416667,-94.75916667,0.0,12.0,0.0,0.0,9.400954246520996,-8.667617797851562,287.9482421875,1653.6336669921875,5.5625,0.0,0.0,0.0
5461,2018-08-04,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.25,37.24648,-121.003309,19.0,14.0,23.0,4.0,,,,,,,,
5462,1999-07-05,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,3.0,29.65,-94.11666667,,,,,,,,,,,,
5463,2014-06-30,A,Human,Recreation and ceremony,0.1,37.63055556,-118.92972222,40.0,54.0,37.0,5.0,,,,,,,,
5464,2017-03-28,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.05,37.674189,-120.948159,6.0,5.0,5.0,1.0,,,,,,,,
5465,2001-04-17,B,Human,Debris and open burning,0.5,48.0377,-94.9058,,,,,,,,,,,,
5466,2016-07-18,A,Human,Missing data/not specified/undetermined,0.1,33.067925,-117.064644,31.0,41.0,18.0,4.0,,,,,,,,
5467,2019-06-01,A,Human,Missing data/not specified/undetermined,0.01,33.73996075,-112.1399061,22.0,12.0,29.0,6.0,,,,,,,,
5468,1997-02-18,B,Human,Equipment and vehicle use,3.8,35.9183,-82.6617,,,,,,,,,,,,
5469,2001-03-24,B,Human,Debris and open burning,1.5,33.7667,-81.15,,,,,,,,,,,,
5470,2001-02-08,C,Human,Arson/incendiarism,29.0,31.2869,-89.7786,,,,,,,,,,,,
5471,2003-07-11,A,Natural,Natural,0.1,33.23388889,-108.03444444,,,,,,,,,,,,
5472,1996-03-12,B,Human,Debris and open burning,8.04,31.9611,-82.7401,,,,,,,,,,,,
5473,2006-09-30,B,Human,Missing data/not specified/undetermined,1.0,39.53361111,-123.26722222,,,,,,,,,,,,
5474,1994-08-16,B,Natural,Natural,0.3,48.19666667,-115.38666667,,,,,,,,,,,,
5475,2016-07-30,A,Human,Missing data/not specified/undetermined,0.01,47.69495,-117.4982,24.0,11.0,32.0,8.0,,,,,,,,
5476,2015-03-30,A,Human,Missing data/not specified/undetermined,0.01,39.0905,-108.5709,20.0,21.0,20.0,3.0,,,,,,,,
5477,1997-09-30,D,Human,Equipment and vehicle use,100.0,39.60305555,-121.69694444,,,,,,,,,,,,
5478,2002-06-29,A,Human,Missing data/not specified/undetermined,0.1,33.95388888,-116.50111111,,,,,,,,,,,,
5479,2020-07-16,A,Human,Missing data/not specified/undetermined,0.1,48.07177,-117.815,48.0,52.0,42.0,8.0,,,,,,,,
5480,1996-05-19,B,Human,Arson/incendiarism,0.5,33.3451,-110.4573,,,,,,,,,,,,
5481,2006-03-21,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,4.0,18.315933,-67.224937,,,,,,,,,,,,
5482,1999-09-16,B,Human,Missing data/not specified/undetermined,4.3,33.4875,-85.2853,,,,,,,,,,,,
5483,2000-02-21,A,Human,Misuse of fire by a minor,0.1,30.17,-82.72,,,,,,,,,,,,
5484,2005-04-27,B,Human,Debris and open burning,1.0,33.57166,-94.54723002,,,,,,,,,,,,
5485,2004-05-18,A,Human,Debris and open burning,0.25,46.82913359,-94.49456387,,,,,,,,,,,,
5486,1993-08-24,A,Human,Missing data/not specified/undetermined,0.1,38.36611111,-122.34388888,,,,,,,,,,,,
5487,2020-03-28,B,Human,Recreation and ceremony,2.0,37.87055045,-94.82333245,0.0,0.0,0.0,0.0,,,,,,,,
5488,2010-11-14,B,Human,Debris and open burning,1.0,35.5644,-92.16628,0.0,7.0,0.0,0.0,-4.574984550476074,-10.755447387695312,294.383056640625,928.6144409179688,71.40625,0.0,0.0,0.0
5489,2007-08-13,A,Human,Equipment and vehicle use,0.25,46.44075806,-93.89757171,,,,,,,,,,,,
5490,2008-06-21,B,Human,Missing data/not specified/undetermined,1.0,41.07388888,-120.96111111,,,,,,,,,,,,
5491,1998-04-18,B,Human,Arson/incendiarism,0.5,47.9958,-99.0115,,,,,,,,,,,,
5492,2015-09-29,B,Human,Missing data/not specified/undetermined,8.6,39.093,-119.155,11.0,9.0,13.0,2.0,,,,,,,,
5493,2018-06-06,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,8.0,35.6497,-101.9631,8.0,9.0,10.0,1.0,,,,,,,,
5494,2017-08-12,C,Natural,Natural,78.0,48.32805556,-115.35777778,32.0,58.0,30.0,3.0,,,,,,,,
5495,2009-04-07,A,Human,Arson/incendiarism,0.1,35.093,-79.59033,,,,,,,,,,,,
5496,2020-07-27,A,Human,Missing data/not specified/undetermined,0.1,42.14539,-72.73935,0.0,8.0,0.0,0.0,,,,,,,,
5497,2007-08-08,A,Human,Recreation and ceremony,0.01,45.89836,-92.33778,,,,,,,,,,,,
5498,1997-05-24,A,Human,Equipment and vehicle use,0.1,34.8783,-80.5783,,,,,,,,,,,,
5499,2005-11-22,B,Human,Other causes,4.0,36.4466667,-88.9216667,,,,,,,,,,,,
5500,2018-10-29,B,Human,Missing data/not specified/undetermined,1.0,41.031162,-104.897583,19.0,11.0,22.0,5.0,,,,,,,,
5501,2004-06-27,A,Human,Recreation and ceremony,0.01,35.98916667,-118.53527778,,,,,,,,,,,,
5502,2006-03-31,B,Human,Debris and open burning,1.0,28.77472999,-97.08582999,,,,,,,,,,,,
5503,2011-04-17,C,Human,Missing data/not specified/undetermined,10.0,31.72415,-95.3362,62.0,59.0,63.0,12.0,-3.730806350708008,2.846405029296875,293.26318359375,503.9535827636719,11.0,0.0,0.0,0.0
5504,2008-09-17,A,Natural,Natural,0.1,40.0716,-108.8668,,,,,,,,,,,,
5505,1999-07-29,A,Natural,Natural,0.25,40.70417,-74.625,,,,,,,,,,,,
5506,2004-06-25,A,Natural,Natural,0.1,37.495,-109.7737,,,,,,,,,,,,
5507,2001-08-01,A,Natural,Natural,0.1,38.78861111,-104.91416667,,,,,,,,,,,,
5508,2016-04-14,B,Human,Equipment and vehicle use,6.3,41.1057,-73.9647,0.0,14.0,0.0,0.0,,,,,,,,
5509,2008-12-09,B,Human,Power generation/transmission/distribution,1.0,30.72639,-87.31722,,,,,,,,,,,,
5510,2013-12-16,A,Human,Arson/incendiarism,0.1,35.92863333,-81.49813333,0.0,5.0,0.0,0.0,7.825142860412598,-2.649111747741699,291.56597900390625,1326.7783203125,22.0,0.0,0.0,0.0
5511,2007-04-10,C,Human,Arson/incendiarism,29.0,36.76833333,-91.30722222,,,,,,,,,,,,
5512,1994-07-22,B,Human,Debris and open burning,0.5,39.0027,-122.6747,,,,,,,,,,,,
5513,2009-06-03,C,Natural,Natural,10.0,30.25918487,-104.15584731,,,,,,,,,,,,
5514,1996-02-26,C,Human,Smoking,48.31,30.6585,-83.2003,,,,,,,,,,,,
5515,2011-03-18,C,Human,Arson/incendiarism,50.0,33.9511,-95.9189,8.0,9.0,13.0,1.0,-0.7937164306640625,-5.16845703125,290.05914306640625,524.9473876953125,0.1875,0.0,0.0,0.0
5516,2012-01-01,A,Human,Missing data/not specified/undetermined,0.1,42.719,-78.747,0.0,0.0,0.0,0.0,9.135543823242188,-9.173538208007812,278.8446044921875,707.5194091796875,0.5625,0.0,0.0,0.0
5517,2010-12-30,C,Human,Debris and open burning,12.0,29.3525,-82.8634,20.0,31.0,9.0,2.0,7.012630462646484,-5.5931549072265625,292.28009033203125,1545.354248046875,27.75,0.0,0.0,0.0
5518,1994-04-14,B,Human,Missing data/not specified/undetermined,1.5,48.8625,-99.7213,,,,,,,,,,,,
5519,2007-02-16,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,35.90039,-81.7084,,,,,,,,,,,,
5520,1997-08-16,A,Human,Recreation and ceremony,0.1,47.49088,-123.13185,,,,,,,,,,,,
5521,2017-08-06,A,Natural,Natural,0.25,39.98722222,-120.53333333,30.0,51.0,22.0,3.0,,,,,,,,
5522,2004-05-21,A,Human,Misuse of fire by a minor,0.2,34.19444001,-79.76805998,,,,,,,,,,,,
5523,2003-03-08,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.5,37.92446001,-83.39226998,,,,,,,,,,,,
5524,2000-04-05,C,Human,Arson/incendiarism,40.0,35.6442,-92.2053,,,,,,,,,,,,
5525,1993-10-16,C,Human,Equipment and vehicle use,20.0,38.92,-121.23694444,,,,,,,,,,,,
5526,1997-07-28,B,Natural,Natural,0.5,38.32166667,-119.73333333,,,,,,,,,,,,
5527,2016-07-06,B,Human,Missing data/not specified/undetermined,0.5,37.474907,-120.595172,6.0,4.0,6.0,1.0,,,,,,,,
5528,2011-03-20,A,Human,Arson/incendiarism,0.25,39.4167,-74.6036,22.0,19.0,6.0,4.0,-3.5814361572265625,-11.066818237304688,278.61834716796875,1513.6795654296875,1.25,0.0,0.0,0.0
5529,2011-05-08,G,Human,Missing data/not specified/undetermined,222954.0,31.81972222,-109.21111111,40.0,21.0,27.0,13.0,9.34390640258789,0.7112302780151367,293.78265380859375,916.7536010742188,95.0,0.0,0.0,0.0
5530,2001-06-11,A,Human,Debris and open burning,0.1,35.0,-108.5006,,,,,,,,,,,,
5531,2020-05-04,A,Human,Misuse of fire by a minor,0.25,38.218922,-122.468538,9.0,12.0,11.0,1.0,,,,,,,,
5532,2010-04-05,B,Human,Debris and open burning,2.0,43.9652778,-85.8505556,0.0,0.0,0.0,0.0,0.7638845443725586,-2.0647029876708984,283.81689453125,265.1227111816406,0.0,2.3770751953125,0.0,2.0
5533,1995-09-12,B,Human,Debris and open burning,1.0,43.9832,-120.9178,,,,,,,,,,,,
5534,1992-06-26,A,Human,Recreation and ceremony,0.1,61.75,-148.666671,,,,,,,,,,,,
5535,2000-05-29,B,Human,Missing data/not specified/undetermined,1.0,30.7542,-91.7944,,,,,,,,,,,,
5536,1999-04-27,C,Human,Arson/incendiarism,85.2,48.5515,-98.6059,,,,,,,,,,,,
5537,2005-03-01,A,Human,Missing data/not specified/undetermined,0.1,43.057,-100.9049,,,,,,,,,,,,
5538,2010-07-05,A,Human,Smoking,0.01,38.745818,-121.27381,12.0,10.0,15.0,2.0,7.408568382263184,-4.73834228515625,298.0986328125,836.1533813476562,272.75,0.0,0.0,0.0
5539,1998-06-15,B,Human,Smoking,0.5,35.3183,-81.465,,,,,,,,,,,,
5540,2006-08-17,B,Human,Arson/incendiarism,4.5,38.1575,-120.5917,,,,,,,,,,,,
5541,2012-05-01,B,Human,Debris and open burning,3.0,32.75939616,-89.50612813,23.0,28.0,16.0,3.0,-3.134462356567383,-3.548550605773926,290.2499084472656,1305.80517578125,0.0,0.0,0.0,0.0
5542,2020-07-03,A,Human,Fireworks,0.1,43.07986815,-102.57278774,0.0,0.0,0.0,0.0,,,,,,,,
5543,2010-07-04,A,Human,Debris and open burning,0.1,40.69632271,-73.78905563,16.0,12.0,20.0,3.0,0.9239349365234375,3.292430877685547,292.10595703125,373.45343017578125,0.0,0.0,0.0,0.0
5544,1998-11-25,C,Human,Debris and open burning,50.0,34.4859334,-89.89227023,,,,,,,,,,,,
5545,1993-02-24,A,Human,Debris and open burning,0.2,35.2883,-82.4583,,,,,,,,,,,,
5546,2018-05-14,A,Human,Debris and open burning,0.1,47.8667,-95.0497,0.0,5.0,0.0,0.0,,,,,,,,
5547,1992-02-18,A,Human,Misuse of fire by a minor,0.1,33.66388888,-116.17194444,,,,,,,,,,,,
5548,2007-01-07,C,Human,Equipment and vehicle use,10.0,31.81275,-99.19937998,,,,,,,,,,,,
5549,2013-05-27,A,Human,Recreation and ceremony,0.1,36.95583333,-106.17833333,34.0,28.0,31.0,7.0,6.254558563232422,-4.401846885681152,292.44287109375,1313.2935791015625,0.0,0.0,0.0,0.0
5550,1999-12-17,C,Human,Arson/incendiarism,70.0,36.8897,-83.1492,,,,,,,,,,,,
5551,2006-03-27,B,Human,Debris and open burning,0.5,33.09666667,-83.6275,,,,,,,,,,,,
5552,2007-05-24,B,Human,Arson/incendiarism,1.4,32.30679524,-84.52104479,,,,,,,,,,,,
5553,2011-08-29,A,Natural,Natural,0.1,44.43611111,-116.18722222,47.0,55.0,38.0,7.0,5.583535194396973,5.8355712890625,291.291259765625,1094.9261474609375,0.0,4.6812744140625,0.0,2.0
5554,2011-01-30,B,Human,Debris and open burning,3.0,34.911701,-81.209503,0.0,3.0,0.0,0.0,9.793824195861816,0.636932373046875,289.8321838378906,1763.072998046875,5.0,0.0,0.0,0.0
5555,2008-04-24,B,Human,Debris and open burning,1.5,43.82383,-85.01289,,,,,,,,,,,,
5556,1998-05-12,C,Missing data/not specified/undetermined,Missing data/not specified/undetermined,30.0,44.82916667,-93.24638889,,,,,,,,,,,,
5557,2007-09-19,A,Human,Power generation/transmission/distribution,0.1,37.746821,-121.439895,,,,,,,,,,,,
5558,2014-09-20,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,39.172894,-120.829609,37.0,48.0,28.0,5.0,,,,,,,,
5559,2013-03-05,C,Human,Debris and open burning,10.0,33.785805,-80.394585,10.0,5.0,7.0,3.0,13.650456428527832,-3.963071823120117,287.262939453125,1528.4508056640625,0.203125,0.0,0.0,0.0
5560,2009-08-01,B,Human,Missing data/not specified/undetermined,0.3,41.17388888,-121.84111111,,,,,,,,,,,,
5561,2017-02-21,B,Human,Debris and open burning,2.0,42.00206,-92.65536,0.0,0.0,0.0,0.0,,,,,,,,
5562,2012-03-20,B,Human,Arson/incendiarism,0.5,33.378727,-86.211322,35.0,29.0,25.0,7.0,-5.3290252685546875,-1.6543140411376953,291.6949157714844,1124.1185302734375,1.75,0.0,0.0,0.0
5563,2005-05-30,A,Human,Recreation and ceremony,0.1,47.92,-124.6372,,,,,,,,,,,,
5564,2014-09-11,A,Human,Fireworks,0.1,44.0514,-123.1719,15.0,11.0,19.0,3.0,,,,,,,,
5565,2001-07-03,A,Natural,Natural,0.1,32.79861111,-116.77194444,,,,,,,,,,,,
5566,2009-06-25,C,Human,Missing data/not specified/undetermined,50.0,33.2676871,-96.8934383,,,,,,,,,,,,
5567,2001-01-28,B,Human,Debris and open burning,1.5,35.2,-81.45,,,,,,,,,,,,
5568,2016-10-28,B,Human,Debris and open burning,1.04,34.45371667,-83.41912222,17.0,43.0,14.0,1.0,,,,,,,,
5569,2012-09-01,B,Human,Debris and open burning,5.0,35.14317,-93.20245,0.0,0.0,0.0,0.0,3.262664794921875,-0.445831298828125,297.94384765625,1086.371337890625,0.0,0.0,0.0,0.0
5570,2008-12-15,C,Human,Missing data/not specified/undetermined,15.0,32.13933,-99.08923,,,,,,,,,,,,
5571,1995-12-28,A,Human,Misuse of fire by a minor,0.1,36.415,-80.3317,,,,,,,,,,,,
5572,2018-04-18,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0,36.706005,-120.567798,5.0,3.0,4.0,1.0,,,,,,,,
5573,2017-10-07,B,Human,Debris and open burning,7.6,37.76586998,-82.18447082,7.0,7.0,21.0,1.0,,,,,,,,
5574,2015-07-28,A,Natural,Natural,0.1,32.7751,-104.147003,14.0,30.0,18.0,1.0,,,,,,,,
5575,2007-09-03,A,Human,Recreation and ceremony,0.1,48.715,-118.1217,,,,,,,,,,,,
5576,2003-04-15,B,Human,Arson/incendiarism,0.84,43.1957591,-76.07955094,,,,,,,,,,,,
5577,2007-03-17,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,35.30636,-80.34337,,,,,,,,,,,,
5578,2003-03-14,A,Human,Debris and open burning,0.1,38.01779576,-81.13422784,,,,,,,,,,,,
5579,2000-10-27,B,Human,Debris and open burning,5.0,30.39520001,-94.31875001,,,,,,,,,,,,
5580,2000-10-25,B,Human,Arson/incendiarism,5.0,34.7989,-88.4078,,,,,,,,,,,,
5581,2001-07-27,A,Natural,Natural,0.2,33.9956,-94.6286,,,,,,,,,,,,
5582,1992-06-14,A,Natural,Natural,0.1,43.58166667,-115.76833333,,,,,,,,,,,,
5583,1995-02-26,B,Human,Missing data/not specified/undetermined,1.0,36.155,-80.1083,,,,,,,,,,,,
5584,2007-07-14,A,Natural,Natural,0.1,33.38305556,-108.11888889,,,,,,,,,,,,
5585,1996-08-04,A,Human,Missing data/not specified/undetermined,0.2,40.31388888,-120.445,,,,,,,,,,,,
5586,2017-04-09,B,Human,Missing data/not specified/undetermined,1.0,41.771651,-71.848798,10.0,14.0,25.0,1.0,,,,,,,,
5587,2002-03-05,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,5.0,33.44045,-93.09729,,,,,,,,,,,,
5588,1999-01-12,B,Human,Debris and open burning,1.0,34.0706,-86.9803,,,,,,,,,,,,
5589,2015-08-06,F,Human,Debris and open burning,1200.0,30.4826758,-97.5663782,9.0,3.0,12.0,4.0,,,,,,,,
5590,1996-04-03,C,Human,Arson/incendiarism,10.0,30.33125,-94.17709,,,,,,,,,,,,
5591,2011-06-12,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0,39.47324,-104.422559,9.0,12.0,11.0,1.0,-6.850231170654297,6.238286972045898,292.916259765625,729.6929931640625,31.8125,0.0,0.0,0.0
5592,2010-11-02,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.25,41.833505,-93.966584,6.0,5.0,5.0,1.0,1.7773542404174805,-7.72683048248291,280.2659912109375,1230.2928466796875,0.0625,0.0,0.0,0.0
5593,2018-02-27,A,Human,Debris and open burning,0.2,41.84972222,-123.20944444,0.0,0.0,0.0,0.0,,,,,,,,
5594,2009-07-20,B,Natural,Natural,3.0,32.9228,-110.1111,,,,,,,,,,,,
5595,2012-12-23,B,Human,Debris and open burning,2.0,32.6701594,-95.1466463,0.0,5.0,0.0,0.0,9.150909423828125,-7.312833786010742,290.19635009765625,1795.9417724609375,17.75,0.0,0.0,0.0
5596,2002-05-22,B,Human,Debris and open burning,3.0,46.24401356,-93.26970648,,,,,,,,,,,,
5597,2000-06-10,A,Human,Smoking,0.1,36.15,-76.85,,,,,,,,,,,,
5598,2002-09-11,B,Human,Debris and open burning,2.0,30.75639,-95.03110998,,,,,,,,,,,,
5599,2018-05-10,A,Human,Arson/incendiarism,0.1,40.342221,-75.907831,5.0,3.0,4.0,1.0,,,,,,,,
5600,1999-12-26,C,Human,Arson/incendiarism,10.0,29.8,-82.92,,,,,,,,,,,,
5601,2013-06-18,A,Human,Missing data/not specified/undetermined,0.1,43.1779,-78.6925,0.0,0.0,0.0,0.0,4.495862007141113,1.4325180053710938,284.892822265625,141.03076171875,0.125,0.0,0.0,0.0
5602,1994-05-23,A,Natural,Natural,0.1,33.325,-107.91666667,,,,,,,,,,,,
5603,1999-06-21,A,Natural,Natural,0.1,35.6833,-109.284,,,,,,,,,,,,
5604,2002-10-26,A,Human,Railroad operations and maintenance,0.1,37.22111111,-120.225,,,,,,,,,,,,
5605,2002-07-07,A,Natural,Natural,0.1,44.96333333,-118.23888889,,,,,,,,,,,,
5606,2008-11-09,C,Human,Missing data/not specified/undetermined,40.0,29.13712,-98.51612,,,,,,,,,,,,
5607,2015-08-23,A,Human,Recreation and ceremony,0.1,47.41416667,-121.29222222,35.0,42.0,32.0,5.0,,,,,,,,
5608,2011-06-22,B,Human,Missing data/not specified/undetermined,0.3,38.0164,-121.8091,14.0,9.0,16.0,3.0,4.794388771057129,-7.041110038757324,296.410400390625,1118.2275390625,0.0,0.0,0.0,0.0
5609,2010-08-22,B,Human,Missing data/not specified/undetermined,8.0,33.55863312,-98.31865248,8.0,4.0,10.0,2.0,1.089925765991211,2.995298385620117,298.6943359375,311.4559326171875,1517.75,0.0,0.0,0.0
5610,2018-07-16,B,Natural,Natural,0.52,42.52887,-123.55683,36.0,54.0,33.0,4.0,,,,,,,,
5611,1992-07-03,A,Natural,Natural,0.1,42.71,-121.71166667,,,,,,,,,,,,
5612,2017-01-31,A,Human,Debris and open burning,0.1,38.55592845,-97.83152595,0.0,1.0,0.0,0.0,,,,,,,,
5613,2002-02-27,B,Human,Arson/incendiarism,1.0,34.3833,-78.3167,,,,,,,,,,,,
5614,1994-09-22,A,Human,Missing data/not specified/undetermined,0.1,47.9667,-108.684,,,,,,,,,,,,
5615,2019-05-05,B,Human,Equipment and vehicle use,1.0,43.27477,-86.31324,6.0,4.0,3.0,1.0,,,,,,,,
5616,1996-04-28,A,Human,Missing data/not specified/undetermined,0.1,32.52555723,-111.45786,,,,,,,,,,,,
5617,1993-04-19,B,Human,Debris and open burning,0.4,44.88333471,-67.31666431,,,,,,,,,,,,
5618,2010-05-22,B,Human,Missing data/not specified/undetermined,1.0,44.75380407,-96.68792725,0.0,0.0,0.0,0.0,0.3888835906982422,3.009204864501953,285.39404296875,362.5462646484375,0.0,2.653076171875,0.0,2.0
5619,1999-09-10,A,Natural,Natural,0.1,39.9933,-108.379,,,,,,,,,,,,
5620,2001-04-11,A,Human,Debris and open burning,0.1,35.75,-81.2,,,,,,,,,,,,
5621,1995-09-04,A,Natural,Natural,0.1,45.00333333,-118.70666667,,,,,,,,,,,,
5622,2010-06-07,A,Human,Missing data/not specified/undetermined,0.01,34.440892,-116.95249,18.0,10.0,24.0,5.0,4.02187442779541,9.167912483215332,295.6806640625,821.2754516601562,103.375,0.0,0.0,0.0
5623,2003-09-03,A,Natural,Natural,0.1,39.072319,-123.334961,,,,,,,,,,,,
5624,2009-03-08,B,Human,Missing data/not specified/undetermined,0.7,29.01305556,-81.80861111,,,,,,,,,,,,
5625,2006-03-02,B,Human,Arson/incendiarism,0.5,35.71000002,-85.34500001,,,,,,,,,,,,
5626,2009-03-08,C,Human,Debris and open burning,10.0,31.22753,-86.320608,,,,,,,,,,,,
5627,1998-08-07,B,Human,Missing data/not specified/undetermined,6.0,38.205,-122.61805555,,,,,,,,,,,,
5628,2003-12-08,A,Human,Equipment and vehicle use,0.1,33.33916667,-81.56916667,,,,,,,,,,,,
5629,2016-04-06,B,Human,Power generation/transmission/distribution,2.0,39.121963,-82.192714,10.0,7.0,7.0,2.0,,,,,,,,
5630,2008-04-16,C,Missing data/not specified/undetermined,Missing data/not specified/undetermined,15.0,31.194952,-90.949447,,,,,,,,,,,,
5631,2005-12-24,F,Human,Missing data/not specified/undetermined,2000.0,29.44576001,-97.81280002,,,,,,,,,,,,
5632,2011-12-22,A,Human,Missing data/not specified/undetermined,0.1,40.66307801,-73.96237999,0.0,0.0,0.0,0.0,13.296554565429688,2.520660400390625,288.17535400390625,1216.74462890625,0.0,0.0,0.0,0.0
5633,1999-09-09,A,Human,Debris and open burning,0.1,34.045,-79.6236,,,,,,,,,,,,
5634,1992-08-15,B,Natural,Natural,0.5,44.13666667,-119.34166667,,,,,,,,,,,,
5635,2019-07-04,A,Human,Smoking,0.1,35.07091,-108.84532,30.0,15.0,37.0,10.0,,,,,,,,
5636,2014-04-05,B,Human,Debris and open burning,3.0,33.365501,-80.215614,21.0,23.0,14.0,3.0,,,,,,,,
5637,2012-09-01,A,Natural,Natural,0.1,37.3461,-108.8164,9.0,4.0,10.0,3.0,7.346649169921875,1.122528076171875,300.31103515625,1541.558837890625,4.625,0.0,0.0,0.0
5638,2017-07-05,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,32.31008346,-111.0172138,61.0,76.0,55.0,9.0,,,,,,,,
5639,1998-09-21,B,Human,Power generation/transmission/distribution,0.3,36.1127,-119.599,,,,,,,,,,,,
5640,1997-05-05,B,Human,Debris and open burning,0.75,43.2305481,-71.5595265,,,,,,,,,,,,
5641,2004-04-09,C,Human,Arson/incendiarism,16.0,45.61692673,-93.76307433,,,,,,,,,,,,
5642,1994-03-19,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,34.83369884,-95.40110024,,,,,,,,,,,,
5643,1998-09-16,B,Human,Debris and open burning,0.8,31.5333,-84.6978,,,,,,,,,,,,
5644,1992-10-07,A,Human,Smoking,0.2,48.41833333,-119.875,,,,,,,,,,,,
5645,2000-03-19,C,Human,Missing data/not specified/undetermined,10.0,29.52,-81.3,,,,,,,,,,,,
5646,2019-06-12,A,Human,Equipment and vehicle use,0.1,46.5796,-111.9823,17.0,21.0,11.0,2.0,,,,,,,,
5647,2000-02-10,A,Human,Smoking,0.2,35.1333,-80.6833,,,,,,,,,,,,
5648,1998-06-17,B,Human,Equipment and vehicle use,0.5,37.03611111,-121.57305555,,,,,,,,,,,,
5649,2003-08-11,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.5,17.970539,-66.246414,,,,,,,,,,,,
5650,2011-08-28,A,Human,Arson/incendiarism,0.1,42.96583333,-122.96055556,30.0,50.0,23.0,3.0,-5.317005157470703,6.920596122741699,293.646484375,375.37677001953125,776.375,0.0,0.0,0.0
5651,1995-10-22,A,Human,Missing data/not specified/undetermined,0.1,38.22888888,-120.36194444,,,,,,,,,,,,
5652,2005-05-13,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,21.4643078,-158.1599731,,,,,,,,,,,,
5653,1999-02-27,B,Human,Missing data/not specified/undetermined,3.0,30.5264,-89.9303,,,,,,,,,,,,
